P 2 -2n, 0.0
-P 4c 2, 0.006097560975609756
-I 4bd 2c, 0.012195121951219513
-F 4 2 3, 0.01829268292682927
-P 2a 2bc, 0.024390243902439025
I 4bw 2bw, 0.03048780487804878
-R 3, 0.03658536585365854
-P 4 2 3, 0.042682926829268296
-P 2yn, 0.04878048780487805
-P 2ybc, 0.054878048780487805
-P 1, 0.06097560975609756
-I 2 2 3, 0.06707317073170732
-P 2ac 2n, 0.07317073170731708
C -2yc, 0.07926829268292683
-C 2yc, 0.08536585365853659
-P 4ac 2b, 0.09146341463414634
P -4, 0.0975609756097561
-P 4ac 2ac, 0.10365853658536586
-I 2yc, 0.10975609756097561
-P 2n 2ab, 0.11585365853658537
-P 4 2, 0.12195121951219512
-I 2b 2c 3, 0.12804878048780488
-F 4vw 2vw 3, 0.13414634146341464
-I 4 2 3, 0.1402439024390244
P 2ac 2ab, 0.14634146341463417
P 2yb, 0.1524390243902439
-C 2y, 0.15853658536585366
-I 4 2, 0.16463414634146342
P 3, 0.17073170731707318
-P 6c 2c, 0.17682926829268295
P 2 -2ab, 0.18292682926829268
-P 2a 2ac, 0.18902439024390244
-I 4ad, 0.1951219512195122
I -4 2 3, 0.20121951219512196
-F 2uv 2vw, 0.20731707317073172
-P 2yc, 0.21341463414634146
-P 3 2c, 0.21951219512195122
P 62 2 (0 0 4), 0.22560975609756098
P 32 2", 0.23170731707317074
F 2 -2d, 0.2378048780487805
-P 2ab 2ac, 0.24390243902439024
-P 4n 2 3, 0.25
-P 2ac 2ab, 0.25609756097560976
-P 2yac, 0.2621951219512195
-I 2b 2, 0.2682926829268293
-P 2 2, 0.27439024390243905
P 2c -2, 0.2804878048780488
-P 2y, 0.28658536585365857
P 2c, 0.29268292682926833
-R 3 2"c, 0.29878048780487804
P -2ac -2n, 0.3048780487804878
R 3, 0.31097560975609756
-F 4a 2 3, 0.3170731707317073
P 4, 0.3231707317073171
P 1, 0.32926829268292684
-C 2a 2ac, 0.3353658536585366
P -4 2 3, 0.34146341463414637
P 4abw 2nw, 0.34756097560975613
I -4 2bw, 0.3536585365853659
-P 6c, 0.3597560975609756
P 4w 2c, 0.36585365853658536
P 2c 2, 0.3719512195121951
C 2y, 0.3780487804878049
-I 2 2c, 0.38414634146341464
-R 3 2", 0.3902439024390244
P 2 2ab, 0.39634146341463417
-P 2 2n, 0.4024390243902439
-P 4a 2a, 0.4085365853658537
-F 2 2 3, 0.41463414634146345
-P 2ac 2ab 3, 0.4207317073170732
P 2c -2ac, 0.4268292682926829
-I 4bd 2c 3, 0.4329268292682927
-P 4a, 0.43902439024390244
P 6c 2c, 0.4451219512195122
P -4 2n, 0.45121951219512196
P -6c -2c, 0.4573170731707317
I 2b 2c 3, 0.4634146341463415
-I 4bd 2, 0.46951219512195125
-P 2ab 2bc 3, 0.475609756097561
-I 4, 0.48170731707317077
P 4n 2n, 0.4878048780487805
-P 3, 0.49390243902439024
F 2 2 3, 0.5
P 2ac 2ab 3, 0.5060975609756098
-P 6, 0.5121951219512195
I -4, 0.5182926829268293
-P 4n 2n, 0.524390243902439
-P 4 2ab, 0.5304878048780488
-P 6 2, 0.5365853658536586
F -4 2 3, 0.5426829268292683
P -2yac, 0.5487804878048781
-I 2b 2c, 0.5548780487804879
-P 3 2", 0.5609756097560976
-F 2 2, 0.5670731707317074
I -4 -2c, 0.5731707317073171
P 4acd 2ab 3, 0.5792682926829269
-P 2 2 3, 0.5853658536585367
I -4bd 2c 3, 0.5914634146341463
P -4n 2 3, 0.5975609756097561
-P 6 2c, 0.6036585365853658
-P 3 2"c, 0.6097560975609756
-C 2ac 2, 0.6158536585365854
R 3 2", 0.6219512195121951
P 6c, 0.6280487804878049
P -4 2c, 0.6341463414634146
F 4 2 3, 0.6402439024390244
-P 4 2n, 0.6463414634146342
P 2 -2c, 0.6524390243902439
-C 2 2, 0.6585365853658537
I -4 -2, 0.6646341463414634
P 3 2", 0.6707317073170732
-I 2ya, 0.676829268292683
P 2c -2n, 0.6829268292682927
P 6 2, 0.6890243902439025
R 3 -2"c, 0.6951219512195123
P 3 -2c, 0.701219512195122
-C 2 2c, 0.7073170731707318
-P 2ab 2b, 0.7134146341463415
P 4nw 2abw, 0.7195121951219512
C 2 -2c, 0.725609756097561
P 4cw 2c, 0.7317073170731707
P -4 -2c, 0.7378048780487805
-C 2c 2, 0.7439024390243902
P 2 2, 0.75
-P 4ac 2a, 0.7560975609756098
P 4w, 0.7621951219512195
C 2 2, 0.7682926829268293
-P 4ac 2bc, 0.774390243902439
-P 4a 2bc 3, 0.7804878048780488
I 2 2 3, 0.7865853658536586
P 4ab 2ab, 0.7926829268292683
F 2 2, 0.7987804878048781
P 2 -2a, 0.8048780487804879
P 31 2", 0.8109756097560976
I 2 -2, 0.8170731707317074
-P 4c 2ab, 0.8231707317073171
I -2ya, 0.8292682926829269
-P 3 2, 0.8353658536585367
-P 6c 2, 0.8414634146341464
I 4 -2c, 0.8475609756097561
P 6c -2, 0.8536585365853658
-P 2yab, 0.8597560975609756
-P 3*, 0.8658536585365854
-P 2c 2b, 0.8719512195121951
-P 4bc 2bc 3, 0.8780487804878049
C 2c 2, 0.8841463414634146
P 64 2 (0 0 2), 0.8902439024390244
-P 2bc 2a, 0.8963414634146342
P 32, 0.9024390243902439
C 2c -2, 0.9085365853658537
-I 4 2c, 0.9146341463414634
P 6c -2c, 0.9207317073170732
-P 2 2ab, 0.926829268292683
I 2y, 0.9329268292682927
-P 4c 2c, 0.9390243902439025
P -2yc, 0.9451219512195123
P 61, 0.951219512195122
P 65 2 (0 0 1), 0.9573170731707318
R 3 -2", 0.9634146341463415
-P 2ac 2, 0.9695121951219513
I 4, 0.975609756097561
P -4 2ab, 0.9817073170731707
-P 2yb, 0.9878048780487805
A 2 -2ab, 0.9939024390243902
P -2y, 1.0
